id,modelId,description,category,topLevelSynsetId,subSynsetId
57018,44e4ff8c96e5864742d23b95defe1ce5,small black patterned material covered foot stool,Table,04379243,20000037
57017,166cb38606acc1834265eb8d6103818,A table with a red center patterned outline.  The legs for this table are curved and unique.,Table,04379243,20000039
57016,6f8ce08e77bc27cedb4331c656714a1b,high slatted back dining chair dark grey,Chair,03001627,04331277
57015,49d441b49adde95b20768660cf080d12,antique wooden sewing table or night stand that has two utility drawers,Table,04379243,04379243
57014,77a683709892e56fc535a1d76df92ef3,It is a dark gray double shelf.  It is rectangular shaped and short for shelves since it only has two.,Table,04379243,04379243
57013,14e9f568cd3309dd75becd8a4c3f1866,a low dark grey and light grey marbled table with double base,Table,04379243,04379243
57012,63e2d9ab50536799b2b9c1746713a87e,A black chair with a curving back support.  The design makes it seem like an ideal multi purpose chair.,Chair,03001627,03001627
57011,fbf085824e25d7c440ef1c8b63a628f9,angular grey material upper armchair with wooden legs,Chair,03001627,20000027
57010,b431161712ea348cdbbc9440457e303e,An old fashioned brown wooden chair. Square seat and rectangular slightly curved backrest.,Chair,03001627,04331277
57009,52989e315ee1d3839ccce4c6d5bb195f,sturdy wooden coffee table with under shelf,Table,04379243,04379243
57008,92373022868b812fe9aa238b4bc8322e,It is a grey chair made of wood.  It is a deck or pool chair with widely spaced slats for construction.  It has a very square shape and would sit low.,Chair,03001627,20000027
57007,17f3a2945d6550cbf7628281ecb18112,square pale brown table with long legs,Table,04379243,04379243
57006,a11b3450e77331367948cb8e1d9ee487,A rectangular table that can be used for multiple purposes with 4 legs.  Each leg has a unique design to it that gives it a decorative feel.,Table,04379243,04379243
57005,659e7b7166d8b9972f84a7804aae667f,a white and black metal desk with two blue legs,Table,04379243,04379243
57004,5aa3f60fb8fc208d488fd132b74d6f8d,windsor style spindle backed wooden chair,Chair,03001627,04331277
57003,f5caa9b5ada31a8b3cf15c77de45986,small brown chair with a curved backrest,Chair,03001627,03001627
57002,690f208bc221e05d6c891822a43c9279,a high backed wooden chair with blue cushioned seat,Chair,03001627,04331277
57001,56e51afd9d5c5fa38b7a92edf72424a7,modern theater style purple velour fabric padded chair,Chair,03001627,20000027
57000,9b56632bff0d00dbd626c689702869b7,a white squared table with four curved legs,Table,04379243,04379243
56999,eabe7e2ee9547616214a15a5a42c49c0,a small plain brown rectangle wooden table,Table,04379243,04379243
56998,40f1e0c4aa317c4d492d9da2668ec34c,It is an office chair with arms and a headrest.  It is grey in color.  It swivels and has wheels on the bottom.,Chair,03001627,04373704
56997,b088212c18a00fa0c3bd24f986301745,a square side table with a matching top and bottom level with an elevated base. Its white with a pale wooden center,Table,04379243,04379243
56996,273f79cbdf5d793c6d5053bb66ea65ce,a white square table with a four footed pedestal base,Table,04379243,04379243
56995,4b57450a988be6c1f51f77a6d7299806,It is a brown wooden table.  It is short and used as a coffee table or bench.  It's top is rectangular.,Table,04379243,04379243
56994,6326e2f6e17cfc21d43c0a5e70f98227,a white cushioned chair with square wooden arms,Chair,03001627,03001627
56993,785f073399d19cf5b000f20a5153622c,Glass topped dining room table that has black metal trestle base,Table,04379243,20000037
56992,f9aab5dd0162b688e9a1a03c1d065394,a brown wooden desk with a black and grey cabinet underneath on the right,Table,04379243,04379243
56991,730a4d879380fc78990561fc34164364,uncomfortable looking padded chair that has imposing metal arms,Chair,03001627,02738535
56990,177849848dc83fb9cb85ba5866080618,It is an office chair with on arms.  The color is bright blue.  There are wheels on the bottom and the chair swivels.,Chair,03001627,03001627
56989,3c3c0da7a2581f20490ad276cd2af3a4,a dining room table made of an ashy and old looking wood the legs have triangular bases and the edges are very prominent on all the sides,Table,04379243,03620967
56988,fa72e9cf7308066b1c072ac0b83fe07a,modern sculpture table hanging from weighted round base appears to be hanging in space,Table,04379243,03063968
56987,d5deca423faade89bb814dc1a3fcda86,It is tall brown table and made of wood.  It has a drawer on one side.  It is a console table or hall table.,Table,04379243,20000041
56986,7fef7125c14e0fc3b3ec4062c13aac32,a brownish grey colored wooden table with two sided base,Table,04379243,04379243
56985,4f79ef44a08bc2ff4a60c1a189046dd1,a brown wooden table with a circular top and four legs made of what look like sugar pea skins,Table,04379243,04379243
56984,1c7ce8d5874553ccc3bd24f986301745,a standing desk with a built in lamp with a granite center and three drawers on the front,Table,04379243,03179701
56983,d8ef132f3ae98f688231f48f0f8de6d4,round end table that would make good nightstand has pull out sections for storage,Table,04379243,04379243
56982,70e603b83e06f7258de9f116e0231954,a low table with speckled colors with 5 storage compartments on the shelf underneath,Table,04379243,04379243
56981,53a442e47743fa4f457ba044c28858b1,a vomit colored green couch with a tacky brown headboard made of a suede looking material lacking cushions or proper taste,Chair,03001627,20000027
56980,9ada332060a35a9ea8a8d4103b2a0b3f,traditional glass topped coffee table with black metal base,Table,04379243,04379243
56979,d9af882ab6d1cbbd492d9da2668ec34c,"a black, white, and grey squared chair with headrest",Chair,03001627,02738535
56978,1248597ca22fa1e71332a40d0134407,solid wood trestle style table that is high enough to be used as a bar,Table,04379243,04603729
56977,49aa713bec70ee1f1104b8f54582c707,a tacky looking white lawn chair that has a strange trapezoidal back support system with wide splayed legs and a square seat,Chair,03001627,03001627
56976,c7358b3aed4160cb21bc3cf138f79e,wooden long and slender space saving dining room table that will seat 6-8,Table,04379243,20000041
56975,ffd45a17e325bfa91933ffef19678834,a brown wooden rectangular table with a white metal two footed base,Table,04379243,04379243
56974,5fa362fd2bd9e4b5febad4f49b26ec52,"a low coffee table with short, slightly curved legs made of a darker wood that the rest of the table",Table,04379243,04379243
56973,da7310bedd8595879daeea1362fbd792,a silver nightstand with thin rectangular slats on the sides.,Table,04379243,20000036
56972,6688fbb6e3fb092eb1b6b0c5ddacb607,a desk-like brown and beige table with a curved side.,Table,04379243,03179701
56971,341ecb71545d84835ecd29875b6f0d44,a white and blue striped upholstered chair with a white pillow,Chair,03001627,20000027
56970,d9b264b94aa3aab652f6234a019827aa,low rise coffee table made out of wood and has five legs,Table,04379243,04379243
56969,a9504a750945231f91bed99343331f7c,a dark grey and black striped bench,Table,04379243,04379243
56968,730a4d879380fc78990561fc34164364,a brown/ maroon chair with silver legs and silver arm rests.,Chair,03001627,02738535
56967,5510ca90cc08d0c4e825832d1f6b3273,"short, long rectangular shoe rack made of a dark wood bordered in a lighter material",Table,04379243,04379243
56966,d6f2d44c693d2e857062f2d72cde5c95,a silver chair with a long wavy back rest.,Chair,03001627,03001627
56965,178eced0bff71d3653e946fb2184f0c4,a black and marbled rectangular table with large legs,Table,04379243,03179701
56963,cbe006da89cca7ffd6bab114dd47e3f,"a silver chair with a dark blue, square cushion. Rolls on four wheels and looks to be about four feet tall.",Chair,03001627,04373704
56964,3aebb428c4f378174078a3e6d5ee40f4,craftsman style wooden occasional table with shelf at bottom,Table,04379243,04301000
56962,7824cba870f915ba2922dc9c4df31134,a red arm chair with arm rests and a wide base.,Chair,03001627,20000027
56961,455829a425b5f919fc93c3b1c0fca400,a tan plastic looking chair with metal legs,Chair,03001627,04331277
56960,22c2431d6be8a3a8d6983f351200ac6a,A tall brown hightop table with a round table top and a long skinny base.,Table,04379243,04379243
56959,3e08106901d3c9157145387788e4fc89,wooden lazy susan table with french styled legs under a round base,Table,04379243,04379243
56957,5ef0c3e89d51eda2d62069fe2138d0b8,a silver chair with a tall back with geometrical carvings.,Chair,03001627,04331277
56955,fb42c4a8cf7b6d36ec89626a4213fd07,Tall backed wooden chair with leather seat could be rustic or gothic,Chair,03001627,03001627
56953,cb4cd38679773e6aa1fdf150cebcb587,4 legged brown music table,Table,04379243,03063968
56952,b0d7c6d51712d1fbe76bc197b3a3ffc0,a short table with a red table top and silver rounded legs.,Table,04379243,20000041
56950,59fd3d1409c0ee2e47bc3701b998a7d5,a white square sofa chair,Chair,03001627,02738535
56948,61527f3ea1741800c3bd24f986301745,faux wood topped game table on a silver metal pedestal base,Table,04379243,03063968
56946,4c51b04b1b32ddcc4ef96d1bb8be503c,two rack with glass on top,Table,04379243,20000040
56945,3211fc4f31b15964aee892adc836ce83,purpe leather ultra modern desk chair that is adjustable and is on rollers with a foot bar,Chair,03001627,04373704
56944,1b4071814d1c1ae6e2367b9e27f16a71,a dark blue upholstered chair with dark brown wooden feet,Chair,03001627,03001627
56942,8f4750616cc16a3f84633b41c8a09fa0,brown covered sofa chair,Chair,03001627,20000027
56940,606bd97f7337bf39b40f0ac0fb9a650d,overstuffed desk chair that swivels and rocks and is on rollers,Chair,03001627,04373704
56939,59ee80e3af7a4e3df4b6538438a0b930,a tan and red colored square table with long thin legs,Table,04379243,04379243
56938,5bbc7d606ddd5d17e492aefec5dc15c7,unique rectangular table with light brown finish and vertical lines,Table,04379243,04379243
56937,c98e1a3e61caec6a67d783b4714d4324,4 legged white steel chair,Chair,03001627,04331277
56936,6fd426f7cc1a2b00d5130a83cfbc8bfc,a brown and black table with very large chunky looking legs,Table,04379243,03179701
56935,1c8121e1ad6cd6fc7a480f3f1d55ed3f,wooden small vanity style table with utility shelf,Table,04379243,03179701
56934,409a932e371e12d490ad276cd2af3a4,modern desk with antique finish and smooth counter top,Table,04379243,04379243
56933,ceb0c123378d24bd9f4b4145f6688869,computer table with multiple racks,Table,04379243,03179701
56932,74d470850c9f9fbcc2b64c0adffbe398,a brown pedestal  table with a four leg base,Table,04379243,04379243
56931,8129d4c51abc3356bababe11fcea8796,classic wooden coffee table with thin legs,Table,04379243,04379243
56930,bf81d46925ba8ef7ef6c510e24348d3b,modern formica topped end table that is solid wood on bottom,Table,04379243,04379243
56929,112cee32461c31d1d84b8ba651dfb8ac,modern silver chair with 100 degree angle curve to the back,Chair,03001627,03001627
56928,ba6992957c2e6e6df67676f416157590,a white and grey table with four shelves underneath,Table,04379243,04379243
56927,7bb5321d1e63d8bb36b0f2a1430e993a,folding silver chair with slits on the seat and back,Chair,03001627,03649674
56926,a5d6b025b4c7239df1c7a32d97b27a4f,rectangular brown table with yellow border track,Table,04379243,20000037
56925,88ffa9b795f527b1969b9778c8fec586,Unique table with shimmery top and wooden bottom,Table,04379243,03063968
56924,1fb2be490f45ec6e19fb4103277a6b93,an brown oval table with three section base,Table,04379243,04379243
56923,ff143c09dbfb0e8029e513fd785f7886,Dark wooden chair with a red seat,Chair,03001627,04331277
56922,be5349431760322c7b7b1bcdebeec13d,Dark wooden rectangular coffee table.,Table,04379243,04603729
56921,2ab09f4db5f5e842bf595b60a303303,a dark brown large desk with six drawers,Table,04379243,03179701
56920,5a935225ccc57f09e6a4ada36a392e0,marble topped kitchen island style table that has drawers and storage underneath,Table,04379243,20000010
56919,d1494e0665f06507b79de6fdd84b2221,rectangular brown table,Table,04379243,20000037
56918,2ab14a50afa530d5253e170a96a633c1,this is a tan and black rectangular table.,Table,04379243,04379243
56917,19dbb6cbd039caf0a419f44cba56de45,all in one piece wicker chair that has a bottom and back cushion,Chair,03001627,20000027
56916,ab08125b4f53c1779595137b79304890,useful table/desk highly functional with shelves on each end underneath,Table,04379243,03179701
56915,1d2745e280ea2d513c8d0fdfb1cc2535,high modern bar stool that has resting place for your feet,Chair,03001627,02738535
56914,889a50c35328c8ddfd91359c9f546b9a,The table is silver and brown. The silver panel on top is framed by the wood. It has four wooden legs.,Table,04379243,04379243
56913,eda92b7bd76d8bb0b083574fdbdf0a98,The rocking chair is wooden. It has two darker brown armrests that are attached to dark brown curved parts that curve down to form the legs. The back of the chair is a lighter brown.,Chair,03001627,04099969
56912,2563d1fd68ae9d77ac803318d4b3b4b2,low wooden coffee table with shelf underneath for storage,Table,04379243,03063968
56911,c4a43d8473ddd9b4554be8f12e385710,A four leg black table that has a surface underneath for storage.,Table,04379243,04379243
56910,987770212e08392d2c528d33bca1ac2,The chair is black. Two silver poles are attached to the back as armrests and then continue to curve down and back as the legs.,Chair,03001627,20000020
56909,57263b7b778ac3a87c076cdc1de5871a,very straight backed chair no padding,Chair,03001627,03001627
56908,524bfc8159111e4571697d26793100d2,A chair with no arms and a bar on the bottom.,Chair,03001627,03001627
56907,99f15c63712d9fbe84868d3618d73011,"The table is stout and dark brown. The four legs are somewhat thick, and the top is connected seamlessly to them.",Table,04379243,04379243
56906,f4e5698718f3d4494311a07b696e63e3,comfy padded chair with flowered uphostery,Chair,03001627,20000027
56905,91b12d3af7bc52c5550384fc1c3c3d02,The table is wooden with four steel legs. The tabletop is rectangular.,Table,04379243,04379243
56904,2c4e9d34472b4bccc16f7010a3b8fdee,rounded back spindle chair,Chair,03001627,03001627
56903,3b513237d90a4cd1576d8983ea1341c3,4 legged chair of plywood with traditional design.,Chair,03001627,04331277
56902,86eeafeae817263414038d588fd1342f,"The chair is brown and gray, with four skinny gray legs. The back of the chair is is rectangular and attached to the brown, cushioned seat by two frames.",Chair,03001627,04331277
56901,23d76c249645228d1e23e0195c502f30,It is a royal blue chair with four skinny black legs. The legs curve up around the sides of the chair. The back of the chair is rectangular and attached to the seat by two black poles.,Chair,03001627,04331277
56900,1db2c973f2a3b154659277e23bf9b970,4 Legged Table with wooden strips above.,Table,04379243,20000037
56899,4dbddd8f3f658821ad484915511ccff6,"It is a blue chair with four skinny, metallic legs and wooden arm rests. The back and seat of the chair are square.",Chair,03001627,02738535
56898,9d1485d7d82df9aef4ab13f4b49ac318,"Glass-topped, rectangular coffee table with black frame.",Table,04379243,20000041
56897,3b513237d90a4cd1576d8983ea1341c3,"Dining chair, with squares carved into the legs and spindles on the back.",Chair,03001627,04331277
56896,a50887c625042b48c862eec8232fff1e,"Modern chair, black, interlaced metal, with a padded seat, silver color.",Chair,03001627,20000027
56895,a4b09d3dc36ce23bab4d0308b2ec6512,"Square table with black pedestal, brown top, and grey edges.",Table,04379243,04379243
56894,397a5fd0a95a17e4dd2be59fe725394a,Brown chair with wide legs and v-shaped back; no cushions.,Chair,03001627,04331277
56893,8914307dbc15a20387f0bafef1e13471,"Adirondack chair, made of brown wood slats that sits low to the ground.",Chair,03001627,02738535
56892,f46fe188be699e5c593ebeeedbff73b,Low square table with two legs and brown top.,Table,04379243,03063968
56891,4e0beb356493c9cbc862eec8232fff1e,"Grey, oval shaped chair, all one piece with back pillow.",Chair,03001627,20000027
56890,574447022c4473d455f46d55537192b6,"Wooden table in the form of surfboard, with a single support to the floor, made of solid wood.",Table,04379243,03090000
56889,5b51e63726f21bb6a75d03186a0409e2,"Rectangular table with dark grey legs, light grey top, and two horizontal and two vertical strips on the top.",Table,04379243,04379243
56888,60cbc688b57f8b5446407779dbd69b2d,"Office chair formed by 3 red cushions, with 4 buttons on the backrest, and four buttons on the seat, a metal armor and 5 legs with wheels that connects to the chair by means of a single axis.",Chair,03001627,04373704
56887,89251f322490e7047e38640a31d0bc3,"A modern, almost figure of eight or peanut design, low-to-the floor, brown wooden table with 2 metal legs with four feet on each.",Table,04379243,04379243
56886,c503356361873b89730cb37c9a5f63b,"Rectangular table of wood, brown, with two pairs of legs arranged at the farthest ends of the same joined by a transverse support.",Table,04379243,20000040
56885,5edfec789343e0c3319f1c1eee46f332,A tall back grey and light grey chair with four legs and  material that seems to be steel in nature.,Chair,03001627,03001627
56884,bd9758dc06e3c2a01e4317813b39d4fe,A simple brown wooden end table with a square top and four long black legs.,Table,04379243,04379243
56883,ee5dda5cfc8349caad5067eac75a07f7,"A small, simple and sleek metal table on a 4-armed stand.",Table,04379243,04379243
56882,5c94122a5a3682bdb2d2900ee0ae7e0,A green and brown oval table with glass in the middle plus four legs. Made with some wood on the legs.,Table,04379243,04379243
56881,a91554caeaa6f9db399bb05f18e8188b,"Rectangular table of gray color, with two pairs of legs arranged at the farthest ends of the same",Table,04379243,04379243
56880,28fad854838ac444e9920dbaf13176cb,A simple looking old fashion type of chair with a square seat and brown wooden color plus a round hole in the top section of the back. Does not look comfortable to sit in a all because no padding.,Chair,03001627,03001627
56879,b6ad7be371729438dcfcef693e7ec696,A metal rolling cart on wheels with two blue shelves.,Table,04379243,04379243
56878,5edf1990c995fcd7693e54627de491a9,It is a light gray bookshelf that is rectangular and small and has four wheels on the bottom.,Table,04379243,03063968
56877,48d2769e59e4c2b9febad4f49b26ec52,It is a metal mesh chair that has mesh on the seated part and back rest part.,Chair,03001627,03001627
56876,b7fa4e123bcf7457ab610b0c94236463,"A small black square table base with a longer, flat, brown desktop with room for a chair beneath it.",Table,04379243,03179701
56875,49c0aaeed2f926e3f2cf6a9bef44d625,It is a brown wood stained coffee table that is square and has a bottom level.,Table,04379243,04379243
56874,6f530fe373def431a6fd617b2ff5d2d,A kitchen table that has three legs and is colored green. The legs have a shape of an X at the base also the table is round.,Table,04379243,04603729
56873,4180532fda31d19b37251258858a7a58,a square wooden two toned coffee table,Table,04379243,20000040
56872,70500798fb5d593be76bc197b3a3ffc0,a circular glass coffee table,Table,04379243,20000039
56871,2ff9f572b715e86b1cfb6a573ef73942,"A rustic wooden, shipping crate-type coffee table on wheels.",Table,04379243,20000040
56870,6f92486fa7a1aea221ab9b8a0e862145,"a plain, tan, rectangular coffee table",Table,04379243,04379243
56869,236f75a784ed58d62b3e9b6eb52d35df,a black kitchen chair with a white seat and an open circle back,Chair,03001627,04331277
56868,e6e92596fe6fa9c965124e7461e47506,This is a gray desk that is combined with drawers and it is somewhat in a circular shape with one end being square and the other end being circular.,Table,04379243,03179701
56867,dee24ea8622e2005dd0e1ff930f92c75,High back white chair and a single leg as axis that finds balance in a conical base.,Chair,03001627,02738535
56866,32f2998a16e477163c4f66791e25960f,a trendy gray office chair with a square pattern with brown legs,Chair,03001627,02738535
56865,760d38c2740eddfb8b38796afe7ee552,A low profile table with blue glass of a rectangle shape and four legs supported by somewhat fish like shaped wood braces,Table,04379243,20000037
56864,51670c355ece91abe24f4cc9bc86052a,a brown wooden chair with a back that uses vertical spindles,Chair,03001627,03001627
56863,8a38d65b4909e79d727e9f790cd597,A dark red outdoor chair reclined at a 120 degree angle with tan arm rests,Chair,03001627,02738535
56862,824e0f5fd086565a4eee3420590dc822,Rectangular pool table with 8 wooden legs.,Table,04379243,03982430
56861,398c1d570b642b6cf91663a74ccd2338,A brown chair with a basket for storage underneath and an attached writing surface on the left side to use for writing,Chair,03001627,02738535
56860,98b4af37112000d6bbd07219dafd2111,A desk made out of brown wood with 4 cubby holes and a rectangle shape plus a wood surface for writing on .,Table,04379243,03092883
56859,f27b818a99bf195f76e9713f57a5fcb6,"Table for iron coffee with 4 legs attached at the level of the feet by two lines of wire that form an X, and above has a kind of gray cushion.",Table,04379243,04379243
56858,40addb4af618318dad5067eac75a07f7,A grey bar table that is circular at the base and at the top.,Table,04379243,20000038
56857,9d05b0a242a5ee06639159c697a89e8c,A brown wooden chair with slats on the back and curved arms along with a white cushion,Chair,03001627,02738535
56856,68b2ed56ad8d4e1896b84415a3f1393b,A low table that is made with steel and glass that has metal square blocks below the glass and is colored black. The table is long.,Table,04379243,04379243
56855,6a977967aedbb60048b9747b6b395fc5,"A lamp with a round, sheer, blue shade with black tassels on a simple black, round base.",Table,04379243,04380533
56854,4ed0eb4f4e7ea0952efff55e0bb2e42d,A brownish red chair with four legs and a tall back with wood  and cloth material padded.,Chair,03001627,03001627
56853,be00704e7366ec2ceb1488c2b7631b3e,A rectangular shaped coffee table that is a light oak color with a glass top that is framed in the oak.  The table includes a shelf under the glass which is near the floor.,Table,04379243,20000040
56852,7f7bc0b7e275d1079477196152a8f4a2,A rectangular office table that appears more like a business desk.  The front panel is plain with a center drawer and 2 drawers on each side.  The drawers are near the base of the table that has short stubby legs.,Table,04379243,03179701
56851,4e0dcb9beee7bd3f3a11565e5be9cf53,It is a blue metallic chair with four wheels on the bottom.,Chair,03001627,20000027
56850,6631de96600690d158c88d30f502a452,A brown wooden side table that is tall and narrow with a small top and opening with a shelf the same size as the top near the base of the narrow legs.  The front of the table panel is decorated with 3 upside down white triangles.,Table,04379243,04379243
56849,a1a9c417180124f1a6c03a53cf0a14c9,The low rectangular table has ornate curves on the side and two legs hold up the table.  The legs are short with four prongs.,Table,04379243,04379243
56848,5fc39e0ecc8e50f0902a571380e15334,The round table has a glass top that is bordered by a light wood.  There and four curved legs holding the table up.,Table,04379243,04379243
56847,d74870729fb3e3c5aa0a75782a86b0f3,An armless black chair with a handle at the top of the back and slender legs.,Chair,03001627,04331277
56846,8d45802ef679d08a1a3b40747093a35e,The rectangular table has a thick wooden top with a faint pattern.  There are four heavy legs and a joining bar along the middle bottom.,Table,04379243,04379243
56845,7823530be7179f50e08668a8b378b020,It is a black wood stained bench that is rectangular shaped.,Table,04379243,03179701
56844,50e69dfb7802b094cfedb1d8b135cde9,A square table with a white top and black stripes along one edge and 3 of the legs.,Table,04379243,04379243
56843,f33b6f791e9d64387d01b77e04a0bc7b,It is a purple chair with a rounded out back rest.,Chair,03001627,03001627
56842,8af35280574ac141bf7ea2059cd7e422,The table is rectangular with a beige top and a red squiggly line down the center.  The table has four legs with a bar running between each leg.,Table,04379243,20000037
56841,4bf64ea69b9e7c85cf004563556ddb36,A combination table with 2/3 of it white and bench shaped and the other 1/3 a darker wood with shaped corners and turned legs.,Table,04379243,04379243
56840,53bc49f45214d8d6ea73a64ae4344bc3,This decorative side table is wide and not tall; it has a wooden frame in the top and a six panel glass inset. The curved wire legs are decorated with wire arabesques at the top.,Table,04379243,20000041
56839,34c0ef1a944d5443e2f1733877da1c63,A slender rectangular table with thin legs and a wood grain top that is separated into thirds by white stripes.,Table,04379243,04379243
56838,c44413bb705968bb71a782a4379556c7,"This red slatted chair appears to be for casual or outdoor use. It has a back with three slats, narrow legs, and narrow but functional arms.",Chair,03001627,03001627
56837,88c39cf1485b497bfbb8cbddab1c2002,"Wooden chair with curved, contoured back. It has narrow legs and also two narrow arms, as well as a padded brown leather or vinyl seat cushion.",Chair,03001627,02738535
56836,bea8659e45a1094f625ac64d4da8b7e4,The brown round object is made of dark wood.   It has two legs and is probably a lazy susan.,Table,04379243,03063968
56835,1c97870c90ff3a4f23fe3501bb9e7193,"This is a green triangular table with a triangular opening at the center. It has approximately four legs per side, and the points are flattened, not pointed.",Table,04379243,04603729
56834,cc6696abd1d76062f90f8519e58d5382,The silver chart has two shelves.  The top shelf has a short wall behind it and the shelf table has four legs.,Table,04379243,04379243
56833,8c3e8ef43fdacf68230ea05136ea3925,"A brown wood table with 2 wood legs, with a old look.",Table,04379243,04379243
56832,b3fc5247186936f1dcfcef693e7ec696,"The wide,shallow rolling table has two turquoise shelves, one on top and one lower down. It has casters at the bottom of each of the four legs.",Table,04379243,04379243
56831,631a942d7b87387019fb4103277a6b93,The coffee table is brown and round with four legs.  It appears to be made of walnut.,Table,04379243,03179701
56830,9d6fdcf7fd47fb5af22166a43d725fc9,The ornate chair has a red cushion and gold colored arms and back.  There is a high back to the chair with a circle cut out of the material.,Chair,03001627,20000027
56828,534b0e6e2c53a8e1a7cdfd3874ed3723,This is a brown wooden chair. It has a high back.,Chair,03001627,04331277
56829,aa122afea2dcf725db039d8689a74349,"This is a squatty wooden side table, with two shelves, a square top, and no drawer.",Table,04379243,20000036
56827,b8003b8cd4263cb51573632af24b9a9,This is a circular table. It is marble in color with a solid base.,Table,04379243,04379243
56826,6c4cb518c38c50c9939c47ac2990d9c1,The table top is grey and made of wood.,Table,04379243,04379243
56825,e17121f04e884edde480eba094ece03b,The table is grey and has a grey table top.,Table,04379243,20000036
56823,21a7166815b80f3f7fee47aa19e2e28c,"Balanced grey chair with a somewhat shallow, flat seat and straight back, curved at the top. The chair has four legs and no arms.",Chair,03001627,03001627
56824,40fa6161e7f921f6738e43095496b061,This is a white table. It is rectangular and the base is connected.,Table,04379243,04379243
56822,954ae626fe09e5ccd5cb6d178687b980,The table has a glass table top.,Table,04379243,04379243
56821,6272c21e439e0205c8687ff9b0b4e4ac,This is a brown wooden chair. It has a grey seat and back.,Chair,03001627,03001627
56820,66a801881c4ef524848eff6ddf1058ec,"Green felt billiards table top, rectangular, with wood framing and metal details in the corner pockets. It has six pockets, one on each corner and one on each long side.",Table,04379243,03982430
56819,fc7e2126419f5a4cb84959963148f2a2,The chair is made of leather and is green.,Chair,03001627,20000027
56818,b5ae5354fe7c166319cb07ecb5b4102,This is a brown wooden chair. It has an open back.,Chair,03001627,03001627
56817,2d1d1b66d6e268d8c67c3af5181fac2d,Square wooden table with dark metal legs.,Table,04379243,04379243
56816,f2ba8040ab2d2745febad4f49b26ec52,The table is long and has dark wood.,Table,04379243,04379243
56815,5d20adaf6d8f89fa2f1c10544d7d6f,This is a white chair. It has 4 legs and a tall back.,Chair,03001627,03001627
56814,33319915ae51cbf33542091189dc62b5,This is a white rocking chair. It has slatted arms and a back.,Chair,03001627,04099969
56813,3fbeeb56c557e9d6aca1a38908852eab,Triangular grey wooden table with some stains on top.,Table,04379243,03179701
56812,de90266b552fd26c2ebeb1e6a8111f53,The table is black and has a clear table top.,Table,04379243,04379243
56811,e8689b8b1610bf2841bb8a7ba579a58,This is a brown rectangular table. The top is made of wood and the bottom is made of metal.,Table,04379243,04379243
56810,75fb953aaa9924d1f28b9459ae3635d3,Gray table,Table,04379243,04379243
56809,635906aade1c775df6cfab91d65bb91,The chair is made of tweed and is dark green.,Chair,03001627,20000027
56808,333002057d45adfa7cc56a6af4771185,Gray table with brown legs,Table,04379243,03179701
56807,6c25ec1178e9bab6e545858398955dd1,Blue chair with silver metal frame.,Chair,03001627,03001627
56806,df63a11436240ec7fb906a2c84fd375f,Black table with triangular legs,Table,04379243,04379243
56805,7c3507fc4eeb9854febad4f49b26ec52,Black table with brown legs,Table,04379243,04379243
56804,d50a49368f5d0e7c284432ce2f42f498,A black piece of furniture with an extension to hold the legs. Ideal to watch TV at home.,Chair,03001627,03001627
56803,2669d4df8adda44571a782a4379556c7,The chair is red and leather.,Chair,03001627,02738535
56802,3b57aac4b7f4b9f52d19175e7d19b7cb,Gray chair with cushions,Chair,03001627,20000027
56801,34787e9a9a0c1ff4905477d2a8504646,"Plain, brown, and rectangular wooden table",Table,04379243,04379243
56800,735df13871e3ab4edf6cfab91d65bb91,Ugly rounded chair,Chair,03001627,20000026
56799,2c9756c06606c05bfa85bd040b2a2468,Black rectangular table with four brown legs,Table,04379243,04379243
56798,575ac593154b95b6dae7645f889ddcf0,This is a coffee tables with a wooden top. The legs are silver.,Table,04379243,03063968
56797,582b375411f6a4565ba78ad9601cf1b,Fancy chair with wooden legs and suede cushions and seat back.,Chair,03001627,04331277
56796,aea8be27a9e5dcec1158f00955d38a,Black table with four legs,Table,04379243,04379243
56795,43d13e139d0eb78668007dfca4077105,This is a brown chair. It is made of wood with an open back.,Chair,03001627,04331277
56794,9eac41860580d9ea8a75ef32ea6ce62,Square table with red top and black base,Table,04379243,04379243
56793,b54d222311420195d9fad8aba2c312b7,The is a circular wooden table. It has 3 legs.,Table,04379243,04379243
56792,7eedcb6d76b8c23a9cdb421f6af95e5f,"An office chair, dark brown and light brown color and an 4 leg iron stand.",Chair,03001627,03001627
56791,5485834dbd8cd031c963bc72ef3a8742,brown rectangular table with a thin top and chunky legs.  table has four legs,Table,04379243,04379243
56790,a8641cd287bcaa2011fd5138fde4c9dd,Classic-looking brown wooden chair with a black cushion.,Chair,03001627,04331277
56789,79fd9633635ab7f6490ad276cd2af3a4,Pod chair with brown support,Chair,03001627,20000027
56788,c05033de978da9dd5de04aad18bd94c3,This is a white desk. It has 4 drawers.,Table,04379243,03179701
56787,840b73e5066afa12941584a3d730ae7c,Green and brown chair,Chair,03001627,04331277
56786,3d8feac23ebc7b5dc6a19173dfae14a8,Gray table with four legs,Table,04379243,04379243
56784,459a01afd2d5d4225267ac530b1d88dc,Red chair with a plus sign-shaped base.  Looks like it would belong in an office.,Chair,03001627,04373704
56785,4a0e7f1129a9172349bb1cbbf9a4206,This is a black office chair. It has a cushioned seat.,Chair,03001627,04373704
56783,d1b03eeb33fd441d8189e5e3786f2290,Brown chair with two horizontal slats,Chair,03001627,03001627
